1157|1
1160|1
1161|1
1162|1
1164|1
1168|1
1169|1
1172|1
1174|1
1178|1
1180|2
1182|1
1183|1
1184|1
1187|1
1190|1
1191|2
1193|1
1198|1
1199|1
1211|2
1212|1
1216|2
1218|1
1225|1
1228|1
1230|1
1232|2
1233|1
1236|1
1237|1
1238|1
1242|1
1247|2
1249|1
1261|2
1262|1
1263|1
1264|1
1267|1
1270|1
1274|1
1278|1
1281|1
1285|1
1286|2
1289|1
1290|2
1291|1
1293|1
1294|1
1300|1
1302|2
1303|1
1305|1
1307|1
1308|1
1311|1
1314|1
1319|1
1320|3
1329|1
1330|1
1336|2
1341|2
1343|1
1345|1
1350|1
1354|1
1359|1
1361|1
1362|1
1373|1
1379|1
1380|1
1383|1
1385|1
1386|3
1388|1
1389|1
1393|3
1397|5
1398|2
1402|1
1403|2
1404|2
1407|3
1409|1
1427|3
1432|2
1438|1
1440|1
1448|1
1451|1
1455|1
1458|1
1459|1
1462|4
1467|1
1471|1
1474|1
1476|1
1477|1
1480|2
1483|1
1487|1
1489|2
1494|1
1495|1
1499|1
1501|1
1507|2
1508|1
1511|1
1515|1
1522|1
1526|1
1535|1
1539|1
1540|2
1542|1
1544|1
1545|1
1555|1
1562|1
1565|1
1566|1
1570|1
1572|1
1576|1
1589|1
1593|1
1606|1
1607|1
1608|1
1610|1
1612|1
1616|1
1622|1
1626|1
1635|1
1640|1
1654|1
1656|1
1657|1
1658|1
1661|1
1662|1
1664|1
1665|2
1666|1
1675|1
1685|1
1693|1
1696|1
1710|1
1718|1
1719|1
1727|1
1730|1
1735|1
1737|1
1743|1
1749|1
1753|2
1757|1
1759|1
1772|1
1775|1
1781|1
1787|1
1791|1
1798|1
1806|2
1809|1
1821|1
1826|1
1837|1
1841|1
1843|1
1863|1
1865|1
1882|1
1897|1
1913|2
1917|1
1922|1
1926|1
1930|1
1938|1
1948|1
1951|1
1980|1
1988|1
1998|1
1999|1
2003|1
2009|1
2011|1
2012|1
2014|1
2023|1
2027|1
2030|1
2032|1
2038|1
2052|1
2057|1
2061|1
2063|2
2078|1
2084|1
2093|2
2120|1
2127|1
2128|1
2136|1
2137|1
2148|1
2155|1
2160|1
2175|2
2177|1
2179|1
2186|1
2198|1
2204|1
2210|1
2211|1
2213|1
2217|1
2219|1
2224|1
2226|2
2230|1
2234|1
2235|1
2236|1
2238|1
2240|1
2242|1
2246|1
2251|1
2253|1
2258|1
2266|1
2281|1
2303|1
2307|1
2318|1
2329|1
2339|1
2370|1
2382|1
2383|1
2403|1
2409|1
2419|1
2430|1
2442|1
2463|1
2465|1
2472|1
2479|1
2488|1
2491|1
2503|1
2511|1
2532|1
2549|1
2555|1
2558|1
2560|1
2573|1
2605|1
2614|1
2625|2
2646|1
2669|1
2680|1
2683|1
2684|1
2685|2
2691|1
2704|1
2715|1
2723|1
2736|1
2746|1
2747|1
2761|1
2762|1
2787|1
2790|1
2792|1
2795|1
2797|1
2821|1
2836|1
2856|1
2875|2
2879|1
2892|1
2901|1
2902|1
2918|1
2925|1
2943|1
2952|1
2999|1
3039|1
3047|1
3083|1
3084|1
3112|1
3116|2
3140|1
3159|1
3178|1
3183|1
3201|1
3207|1
3217|2
3233|1
3274|1
3278|1
3281|1
3318|1
3337|1
3340|1
3342|1
3362|1
3370|1
3397|1
3407|1
3415|1
3434|2
3439|1
3444|1
3470|1
3485|2
3496|1
3541|1
3543|1
3586|1
3642|1
3650|1
3655|1
3663|1
3670|1
3674|1
3692|1
3702|1
3733|1
3762|1
3790|1
3816|1
3831|1
3846|1
3853|1
3866|1
3911|1
3919|1
3956|1
3964|1
4008|1
4051|1
4058|1
4064|1
4094|1
4141|1
4148|1
4154|1
4173|1
4198|2
4292|1
4371|1
4396|1
4424|1
4489|1
4513|1
4520|1
4571|1
4585|1
4651|1
4674|1
4740|1
4743|1
4761|1
4785|1
4796|1
4809|1
4837|1
4867|1
4919|1
4925|1
5002|1
5091|1
5167|1
5183|1
5298|1
5305|1
5318|1
5334|1
5340|1
5350|1
5395|1
5420|1
5486|1
5534|1
5590|1
5746|1
5758|1
5938|1
6026|1
6113|1
6115|1
6159|1
6211|1
6274|1
6289|1
6337|1
6355|1
6360|1
6412|1
6442|1
6461|1
6508|1
6550|1
6621|1
6655|1
6691|1
6711|1
7007|1
7066|1
7139|1
7223|1
7241|1
7366|1
7483|1
7569|1
7646|1
7829|1
8071|1
8394|1
8449|1
8548|1
8605|1
8660|1
8706|1
8803|1
9125|1
9174|1
9454|1
10011|1
10016|1
10117|1
11897|1
11905|1
11998|1
12196|1
12810|1
12831|1
14505|1
16380|1
17236|1
18803|1
19600|1
20206|1
23829|1
26521|1
29483|1
36192|1
37308|1
46071|1
54213|1
57165|1
58468|1
77391|1
